time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452650000	3.97591	18.2144	4.82613	3.97902	0.613999	radar	0	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.67054	18.0845	5.00619	3.92976	0.494048	lidar	0.0055336	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.51391	17.937	4.75757	3.94265	0.462776	radar	0	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.26451	17.78	4.88341	3.92134	0.394966	lidar	0.00186613	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.09128	17.5925	5.06466	3.95445	0.42848	radar	0	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.89671	17.4791	4.99012	3.94914	0.397656	lidar	0.00457002	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.71299	17.2683	5.23282	3.98101	0.428642	radar	0	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.54489	17.0739	5.2231	4.00436	0.431779	lidar	1.02659e-05	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.3917	16.9102	4.90306	4.01113	0.392739	radar	0	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.23429	16.7408	4.87384	4.02677	0.389542	lidar	0.000341596	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.06893	16.5429	4.81341	4.03705	0.367433	radar	0	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.92566	16.3124	4.87651	4.0654	0.376069	lidar	0.00170228	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.7903	16.1342	4.75113	4.08131	0.367111	radar	0	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.56055	15.9806	4.82236	4.04753	0.293788	lidar	0.00232615	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.396	15.7498	5.1409	4.07508	0.328857	radar	0	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.2275	15.5266	5.19613	4.08524	0.316841	lidar	0.00046107	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.0854	15.332	5.09855	4.09889	0.310028	radar	0	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.858046	15.1162	5.23402	4.0736	0.246807	lidar	0.00204559	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.716836	14.9358	5.05248	4.08012	0.230228	radar	0	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.64007	14.7175	4.97117	4.12951	0.285443	lidar	0.00114411	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.488438	14.4753	5.22219	4.14985	0.30393	radar	0	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.313108	14.2503	5.28312	4.14636	0.274976	lidar	0.000414722	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.164766	13.9952	5.54883	4.17243	0.307959	radar	0	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.211155	13.723	5.35452	4.28571	0.45161	lidar	0.0076984	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.106189	13.4811	5.37985	4.3107	0.4573	radar	0	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0804339	13.2505	5.44403	4.28926	0.392482	lidar	0.0015887	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.178162	13.0353	5.17198	4.3028	0.372603	radar	0	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.147221	12.8083	5.01294	4.38891	0.476784	lidar	0.00444307	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.21969	12.5857	4.79759	4.40928	0.465198	radar	0	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.365666	12.3637	4.84916	4.39137	0.404064	lidar	0.00134898	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.425098	12.1572	4.75	4.41649	0.411196	radar	0	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.531564	11.951	4.73935	4.41502	0.380982	lidar	0.000653741	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.599395	11.724	4.73673	4.43368	0.380184	radar	0	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.863201	11.4935	4.87846	4.33914	0.210289	lidar	0.00987783	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-0.95971	11.2689	4.76263	4.33822	0.184945	radar	0	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.18499	11.0558	4.85817	4.26788	0.0682873	lidar	0.0045327	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.28346	10.8045	5.16431	4.29349	0.120963	radar	0	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.42873	10.5453	5.2566	4.27691	0.0849355	lidar	0.0010278	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.54445	10.2751	5.45643	4.2894	0.107049	radar	0	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.64464	10.0647	5.36108	4.30015	0.119752	lidar	0.00125836	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.7485	9.83103	5.29713	4.30452	0.114756	radar	0	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.80426	9.61006	5.19598	4.33565	0.154618	lidar	0.000967033	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.89705	9.35611	5.32908	4.35137	0.174675	radar	0	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.96607	9.0438	5.43983	4.37279	0.183746	lidar	0.00326061	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.04803	8.82381	5.22347	4.37643	0.166141	radar	0	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.15144	8.57078	5.25628	4.37543	0.151515	lidar	0.000110014	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.23777	8.32461	5.24175	4.38211	0.149184	radar	0	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.27927	8.09232	5.16723	4.41154	0.183572	lidar	0.000573158	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.33951	7.88201	5.04965	4.42621	0.192224	radar	0	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.48521	7.63074	5.13877	4.39717	0.134317	lidar	0.00135786	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.5647	7.42006	4.90613	4.39164	0.100991	radar	0	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.70537	7.16083	5.02622	4.36322	0.0482847	lidar	0.00137201	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.78001	6.92237	5.13346	4.38112	0.0854519	radar	0	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.81402	6.72097	4.98827	4.41162	0.129082	lidar	0.00154768	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.89682	6.49356	4.82803	4.40163	0.0885063	radar	0	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.94541	6.25882	4.81652	4.41857	0.105679	lidar	0.000197254	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.00723	6.03688	4.84151	4.43192	0.124506	radar	0	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.12004	5.74347	5.03325	4.41199	0.0782405	lidar	0.00260553	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.20935	5.50963	4.8975	4.39403	0.0252916	radar	0	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.3437	5.23535	5.06163	4.36478	-0.0236065	lidar	0.00166442	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.42146	4.98589	5.1494	4.37745	0.00990152	radar	0	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.57986	4.68653	5.3815	4.34118	-0.0479993	lidar	0.00278754	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.69195	4.42855	5.36258	4.32233	-0.0879867	radar	0	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.87012	4.14295	5.56203	4.28389	-0.137773	lidar	0.00209399	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.95285	3.88922	5.60551	4.31624	-0.0416866	radar	0	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.99938	3.66604	5.42128	4.33843	-0.00792735	lidar	0.00157983	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.10396	3.43645	5.35607	4.33065	-0.0233185	radar	0	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.18714	3.19753	5.30575	4.33563	-0.014857	lidar	0.000123222	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.29275	2.9516	5.30004	4.32547	-0.0395402	radar	0	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.3739	2.66393	5.40463	4.33428	-0.0283493	lidar	0.000902704	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.46361	2.40944	5.40717	4.34366	-0.00132895	radar	0	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.57423	2.13968	5.48259	4.34075	-0.00494869	lidar	0.00021262	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.69588	1.87114	5.55774	4.31465	-0.0780748	radar	0	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.81803	1.59417	5.64723	4.30897	-0.0790971	lidar	0.000319564	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.93461	1.3356	5.65823	4.30084	-0.0890567	radar	0	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.96832	1.12003	5.39672	4.31233	-0.0793272	lidar	0.00536441	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.06178	0.875478	5.34358	4.3186	-0.0518765	radar	0	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.1078	0.66825	5.13046	4.32318	-0.0533073	lidar	0.00371982	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.20752	0.421195	5.20348	4.31318	-0.0800403	radar	0	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.27522	0.191658	5.1196	4.31581	-0.0765423	lidar	0.0010936	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.3721	-0.0691951	5.10419	4.33095	-0.0244127	radar	0	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.43733	-0.296274	5.01922	4.33475	-0.0232228	lidar	0.00098062	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.54416	-0.536145	5.11315	4.32314	-0.0504731	radar	0	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.70506	-0.676021	4.87504	4.27318	-0.125128	lidar	0.00486019	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.82521	-0.918543	5.13113	4.24846	-0.182922	radar	0	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.91899	-1.18656	5.22076	4.2584	-0.152172	lidar	0.000622225	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.02131	-1.41657	5.1764	4.25512	-0.144428	radar	0	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.17514	-1.59399	5.07652	4.21809	-0.190293	lidar	0.00130125	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.32005	-1.8377	5.37135	4.19041	-0.242375	radar	0	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.4254	-2.10196	5.41731	4.19822	-0.212695	lidar	0.000589699	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.55712	-2.33102	5.29919	4.19403	-0.191016	radar	0	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.72209	-2.51253	5.22486	4.15741	-0.232363	lidar	0.000863699	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.86865	-2.73656	5.24513	4.14417	-0.234138	radar	0	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.95147	-3.02664	5.33234	4.17603	-0.16905	lidar	0.00227389	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.07836	-3.24797	5.21656	4.17352	-0.152716	radar	0	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.21718	-3.41466	5.09663	4.14343	-0.189785	lidar	0.00151312	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.37468	-3.63722	5.14453	4.13043	-0.19352	radar	0	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.55334	-3.73756	4.94593	4.06599	-0.279432	lidar	0.00436065	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.70549	-3.93804	5.03284	4.05013	-0.286261	radar	0	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.84576	-4.18557	5.11491	4.06055	-0.247697	lidar	0.000883605	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-8.00504	-4.38879	5.10333	4.04811	-0.246415	radar	0	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.15075	-4.6493	5.20542	4.06414	-0.202142	lidar	0.00148553	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.29137	-4.84262	4.95485	4.06252	-0.178952	radar	0	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.40968	-5.07388	4.98201	4.07876	-0.1419	lidar	0.000566099	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.53947	-5.26267	4.85654	4.07668	-0.13119	radar	0	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.72842	-5.44796	4.89334	4.04993	-0.1593	lidar	0.00157355	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.88842	-5.64575	4.94771	4.03985	-0.163309	radar	0	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.04507	-5.82783	4.93174	4.02653	-0.171021	lidar	4.23613e-05	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.17112	-5.99922	4.77863	4.02419	-0.160216	radar	0	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.36509	-6.0685	4.62789	3.9536	-0.252414	lidar	0.00437397	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.54581	-6.24933	4.76606	3.93758	-0.258422	radar	0	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.67508	-6.47489	4.81258	3.96289	-0.203225	lidar	0.00105335	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.87492	-6.67327	5.0559	3.94591	-0.216508	radar	0	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.0936	-6.82496	5.06438	3.90622	-0.257467	lidar	0.000973252	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.2727	-6.99725	5.08807	3.89392	-0.257471	radar	0	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5138	-7.16958	5.16111	3.86027	-0.285982	lidar	0.00286634	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7029	-7.33436	5.13651	3.84667	-0.285017	radar	0	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9655	-7.47894	5.19981	3.79923	-0.331503	lidar	0.003078	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1494	-7.62023	5.03216	3.78382	-0.329871	radar	0	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3036	-7.77305	4.9682	3.7862	-0.303715	lidar	0.00202471	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.4892	-7.91245	4.91762	3.77219	-0.302273	radar	0	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.682	-7.99853	4.83584	3.7339	-0.336018	lidar	0.00224982	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8656	-8.11836	4.65394	3.71635	-0.337666	radar	0	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.0878	-8.18777	4.63102	3.6651	-0.386698	lidar	0.000908289	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3184	-8.32541	4.9979	3.65103	-0.375673	radar	0	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5352	-8.39769	4.94484	3.61058	-0.406826	lidar	0.0013378	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7319	-8.4884	4.7108	3.58601	-0.416163	radar	0	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.014	-8.56239	4.80819	3.53104	-0.464436	lidar	0.00346463	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2638	-8.66985	5.00778	3.51256	-0.453854	radar	0	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.4961	-8.70982	4.96758	3.46654	-0.487055	lidar	0.00130998	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.6985	-8.76116	4.68777	3.4328	-0.507434	radar	0	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9173	-8.87378	4.70757	3.43378	-0.470266	lidar	0.00101258	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1785	-8.96368	5.05911	3.42186	-0.445168	radar	0	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4027	-9.0847	5.05136	3.43244	-0.398867	lidar	0.000873137	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6345	-9.14707	4.92434	3.40826	-0.408367	radar	0	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.934	-9.12614	5.01044	3.32994	-0.490355	lidar	0.00242112	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.2029	-9.18288	5.07031	3.30748	-0.487295	radar	0	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.454	-9.31833	5.10436	3.33317	-0.417359	lidar	0.00484844	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6889	-9.35255	4.87208	3.30238	-0.440553	radar	0	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9357	-9.44434	4.90048	3.30808	-0.402021	lidar	0.00194546	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1719	-9.47878	4.82472	3.28489	-0.409441	radar	0	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4302	-9.45837	4.85645	3.23351	-0.453022	lidar	0.0007341	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6456	-9.46226	4.76506	3.20563	-0.46197	radar	0	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9358	-9.43083	4.87521	3.15067	-0.507671	lidar	0.00173067	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.2124	-9.45163	5.08035	3.13978	-0.477623	radar	0	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4665	-9.4848	5.0785	3.13556	-0.450205	lidar	0.000663694	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7195	-9.47863	4.98651	3.10731	-0.465304	radar	0	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9738	-9.44987	5.00336	3.0744	-0.478925	lidar	7.30763e-05	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2114	-9.42214	4.90105	3.04276	-0.496303	radar	0	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.3943	-9.49557	4.73519	3.0773	-0.411837	lidar	0.00303308	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6353	-9.4797	4.87019	3.06365	-0.393164	radar	0	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.8861	-9.47061	4.88559	3.05013	-0.384834	lidar	0.000248747	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1164	-9.43849	4.91397	3.03087	-0.379956	radar	0	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3814	-9.29897	5.00983	2.95181	-0.464792	lidar	0.00345915	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6062	-9.23481	4.85819	2.91354	-0.498116	radar	0	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8703	-9.09258	4.97366	2.84301	-0.562592	lidar	0.00176754	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.101	-9.01369	4.98569	2.8158	-0.558198	radar	0	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2334	-9.20425	4.53338	2.93105	-0.357037	lidar	0.0185514	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.4709	-9.16195	4.64013	2.92103	-0.340893	radar	0	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7087	-9.03919	4.72132	2.8673	-0.392537	lidar	0.0013566	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9416	-8.97689	4.69158	2.84693	-0.398594	radar	0	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1418	-8.89946	4.64782	2.82292	-0.40349	lidar	0.000639986	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.3671	-8.82767	4.6089	2.80107	-0.411866	radar	0	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.5552	-8.80297	4.49769	2.80847	-0.371779	lidar	0.00083788	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7286	-8.71033	4.23183	2.76434	-0.428169	radar	0	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9401	-8.60231	4.2945	2.72915	-0.447978	lidar	0.000244474	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.1461	-8.51864	4.43488	2.72072	-0.413249	radar	0	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.3995	-8.37653	4.59873	2.67816	-0.445572	lidar	0.00193337	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.5895	-8.26361	4.52712	2.64514	-0.467725	radar	0	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8664	-7.94932	4.9539	2.52298	-0.606592	lidar	0.0105221	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0539	-7.78782	4.84126	2.46663	-0.667694	radar	0	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2868	-7.58669	5.00156	2.41673	-0.691962	lidar	0.00186429	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4966	-7.44325	5.14731	2.42226	-0.601098	radar	0	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6554	-7.3185	5.00323	2.40839	-0.578624	lidar	0.000988366	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8482	-7.15468	5.05915	2.39097	-0.55216	radar	0	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-23.9931	-7.10186	4.75635	2.40689	-0.493193	lidar	0.00348284	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1586	-6.93678	4.70904	2.37435	-0.511565	radar	0	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3383	-6.63871	4.98919	2.29812	-0.581553	lidar	0.00431004	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5032	-6.4494	4.94756	2.26057	-0.608575	radar	0	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.5825	-6.35536	4.61766	2.24965	-0.579448	lidar	0.00518398	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7244	-6.17367	4.63756	2.22429	-0.568333	radar	0	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.917	-5.94076	4.8254	2.19379	-0.572972	lidar	0.00252489	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
